643,1051,86
661,1066,86
679,1081,85
697,1095,82
716,1108,79
735,1121,76
754,1135,73
773,1148,69
791,1163,65
808,1179,61
823,1196,57
838,1214,54
851,1233,51
863,1253,50
874,1274,49
883,1295,48
892,1316,47
899,1338,47
905,1361,47
909,1383,47
912,1406,47
914,1429,47
913,1453,47
912,1476,47
909,1499,48
905,1521,49
899,1544,51
893,1566,53
885,1588,55
875,1609,58
863,1629,61
850,1648,64
836,1667,67
822,1685,70
808,1703,72
795,1722,73
782,1742,73
770,1761,72
757,1781,71
744,1800,69
731,1819,66
716,1836,63
700,1853,60
683,1869,58
665,1884,55
647,1898,53
627,1910,51
607,1921,50
586,1932,49
565,1941,48
543,1949,48
521,1955,51
499,1961,51
476,1965,50
453,1967,50
430,1969,49
406,1968,49
383,1966,49
361,1962,48
338,1957,48
316,1950,48
294,1942,44
273,1932,43
253,1921,43
233,1910,43
214,1896,43
196,1882,43
179,1866,43
163,1849,43
149,1831,43
136,1812,44
124,1792,44
114,1771,44
105,1750,45
97,1728,45
90,1706,49
84,1683,49
80,1661,49
78,1638,49
77,1615,49
77,1591,49
79,1568,50
83,1545,51
88,1523,52
95,1501,54
103,1479,52
112,1458,55
123,1438,58
135,1418,61
148,1398,65
161,1379,68
174,1360,71
188,1342,74
202,1323,41
216,1305,41
231,1287,41
245,1268,41
259,1250,41
273,1232,41
288,1214,41
302,1196,41
317,1178,41
331,1160,41
346,1142,41
360,1124,41
375,1105,41
389,1087,41
404,1069,41
418,1051,41
433,1033,41
447,1015,41
462,997,41
476,979,41
490,961,41
504,942,41
519,924,41
533,906,41
547,887,41
561,869,41
575,851,41
589,832,41
604,814,41
618,796,41
632,778,41
647,760,41
662,742,41
677,725,41
692,707,41
707,689,41
722,671,41
735,653,41
748,634,41
761,614,41
772,594,60
782,573,57
791,551,54
799,530,51
806,508,49
811,485,47
816,462,44
818,439,41
818,416,39
818,393,36
815,370,34
810,348,32
803,325,30
794,304,28
783,283,25
770,264,23
755,247,22
739,231,21
721,216,20
701,204,20
681,193,25
659,184,25
637,178,26
614,175,27
591,174,29
568,175,31
545,179,34
523,185,37
501,193,40
480,202,43
459,213,41
439,225,44
420,238,47
402,252,50
384,268,52
368,283,54
351,300,56
336,317,57
321,335,57
307,353,57
293,372,56
281,391,55
268,411,54
257,431,52
247,452,50
238,473,47
231,496,46
226,518,43
222,541,40
220,564,37
219,587,36
220,610,34
222,633,34
227,656,34
233,678,36
244,699,38
257,718,38
272,735,42
289,751,48
306,766,53
323,782,59
340,798,64
356,815,68
373,831,72
389,847,76
406,863,78
424,878,84
442,892,86
